ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,time_recorded,result,party_abbreviation,party_name,title,firstname,surname,middlenames,mnis_id,date_of_birth,gender,reelected_mp,former_mp
E14000746,E12000001,Hexham,Northumberland,North East,England,County,2019-12-16 13:05:04.147767,Con hold,Con,Conservative,"",Guy,Opperman,Thomas,4142,1965-05-18,Male,Yes,Yes
E14000747,E12000002,Heywood and Middleton,Greater Manchester,North West,England,County,2019-12-14 15:43:54.919406,Con gain from Lab,Con,Conservative,,Chris,Clarkson,"",,,Male,No,No
E14000748,E12000004,High Peak,Derbyshire,East Midlands,England,County,2019-12-16 13:05:46.110236,Con gain from Lab,Con,Conservative,,Robert,Largan,"",,,Male,No,No
E14000749,E12000006,Hitchin and Harpenden,Hertfordshire,East,England,County,2019-12-16 13:39:18.161407,Con hold,Con,Conservative,,Bim,Afolami,"",4639,1986-02-11,Male,Yes,Yes
E14000750,E12000007,Holborn and St Pancras,London,London,England,Borough,2019-12-16 14:16:01.532896,Lab hold,Lab,Labour,,Keir,Starmer,"",4514,1962-09-20,Male,Yes,Yes
E14000751,E12000007,Hornchurch and Upminster,London,London,England,Borough,2019-12-16 13:06:29.983942,Con hold,Con,Conservative,,Julia,Lopez,Louise,4647,1984-06-04,Female,Yes,Yes
E14000752,E12000007,Hornsey and Wood Green,London,London,England,Borough,2019-12-16 13:07:11.408009,Lab hold,Lab,Labour,,Catherine,West,Elizabeth,4523,1966-09-14,Female,Yes,Yes
E14000753,E12000008,Horsham,West Sussex,South East,England,County,2019-12-14 15:36:27.684096,Con hold,Con,Conservative,,Jeremy,Quin,Mark,4507,1968-09-24,Male,Yes,Yes
E14000754,E12000001,Houghton and Sunderland South,Tyne and Wear,North East,England,Borough,2019-12-14 15:40:15.10293,Lab hold,Lab,Labour,"",Bridget,Phillipson,Maeve,4046,1983-12-19,Female,Yes,Yes
E14000755,E12000008,Hove,East Sussex,South East,England,Borough,2019-12-16 11:16:30.48631,Lab hold,Lab,Labour,,Peter,Kyle,John,4505,1970-09-09,Male,Yes,Yes
E14000756,E12000003,Huddersfield,West Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 15:45:13.630543,Lab hold,Lab,Labour and Co-operative,Mr,Barry,Sheerman,John,411,1940-08-17,Male,Yes,Yes
E14000757,E12000006,Huntingdon,Cambridgeshire,East,England,County,2019-12-14 15:24:46.128131,Con hold,Con,Conservative,Mr,Jonathan,Djanogly,Simon,1425,1965-06-03,Male,Yes,Yes
E14000758,E12000002,Hyndburn,Lancashire,North West,England,Borough,2019-12-17 10:27:42.376832,Con gain from Lab,Con,Conservative,,Sara,Britcliffe,Alice,,,Female,No,No
E14000759,E12000007,Ilford North,London,London,England,Borough,2019-12-16 14:22:30.872365,Lab hold,Lab,Labour,,Wes,Streeting,Paul William,4504,1983-01-21,Male,Yes,Yes
E14000760,E12000007,Ilford South,London,London,England,Borough,2019-12-16 14:24:24.321826,Lab hold,Lab,Labour,,Sam,Tarry,"",,,Male,No,No
S14000038,S92000003,Inverclyde,Scotland,Scotland,Scotland,County,2019-12-14 16:30:49.369275,SNP hold,SNP,Scottish National Party,,Ronnie,Cowan,Jack,4465,1959-09-06,Male,Yes,Yes
S14000039,S92000003,"Inverness, Nairn, Badenoch and Strathspey",Scotland,Scotland,Scotland,County,2019-12-14 16:29:00.043205,SNP hold,SNP,Scottish National Party,"",Drew,Hendry,"",4467,1964-05-31,Male,Yes,Yes
E14000761,E12000006,Ipswich,Suffolk,East,England,Borough,2019-12-14 15:26:13.167238,Con gain from Lab,Con,Conservative,,Tom,Hunt,"",,,Male,No,No
E14000762,E12000008,Isle Of Wight,Isle of Wight,South East,England,County,2019-12-16 15:45:33.612135,Con hold,Con,Conservative,Mr,Bob,Seely,William Henry,4681,,Male,Yes,Yes
E14000763,E12000007,Islington North,London,London,England,Borough,2019-12-14 16:41:15.8488,Lab hold,Lab,Labour,"",Jeremy,Corbyn,Bernard,185,1949-05-26,Male,Yes,Yes
E14000764,E12000007,Islington South and Finsbury,London,London,England,Borough,2019-12-14 16:43:16.668,Lab hold,Lab,Labour,,Emily,Thornberry,Anne,1536,1960-07-27,Female,Yes,Yes
W07000077,W92000004,Islwyn,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-16 13:07:46.771965,Lab hold,Lab,Labour and Co-operative,,Chris,Evans,James,4040,1977-07-17,Male,Yes,Yes
E14000765,E12000001,Jarrow,Tyne and Wear,North East,England,Borough,2019-12-16 13:10:33.148889,Lab hold,Lab,Labour,,Kate,Osborne,"",,,Female,No,No
E14000766,E12000003,Keighley,West Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 15:46:51.150218,Con gain from Lab,Con,Conservative,,Robbie,Moore,"",,,Male,No,No
E14000767,E12000005,Kenilworth and Southam,Warwickshire,West Midlands,England,County,2019-12-14 16:01:51.274702,Con hold,Con,Conservative,"",Jeremy,Wright,Paul,1560,1972-10-24,Male,Yes,Yes
E14000768,E12000007,Kensington,London,London,England,Borough,2019-12-17 12:00:49.079757,Con gain from Lab,Con,Conservative,,Felicity,Buchan,Christiana,,,Female,No,No
E14000769,E12000004,Kettering,Northamptonshire,East Midlands,England,County,2019-12-16 13:35:54.755369,Con hold,Con,Conservative,Mr,Philip,Hollobone,Thomas,1537,1964-11-07,Male,Yes,Yes
S14000040,S92000003,Kilmarnock and Loudoun,Scotland,Scotland,Scotland,County,2019-12-16 15:14:20.345222,SNP hold,SNP,Scottish National Party,"",Alan,Brown,"",4470,1970-08-12,Male,Yes,Yes
E14000770,E12000007,Kingston and Surbiton,London,London,England,Borough,2019-12-16 13:40:34.111268,LD hold,LD,Liberal Democrat,Sir,Edward,Davey,Jonathon,188,1965-12-25,Male,Yes,Yes
E14000771,E12000003,Kingston upon Hull East,Humberside,Yorkshire and The Humber,England,Borough,2019-12-14 15:48:35.297758,Lab hold,Lab,Labour,"",Karl,Turner,"",4030,1971-04-15,Male,Yes,Yes
E14000772,E12000003,Kingston upon Hull North,Humberside,Yorkshire and The Humber,England,Borough,2019-12-14 15:49:41.163459,Lab hold,Lab,Labour,"",Diana,Johnson,Ruth,1533,1966-07-25,Female,Yes,Yes
E14000773,E12000003,Kingston upon Hull West and Hessle,Humberside,Yorkshire and The Humber,England,Borough,2019-12-14 15:50:41.732445,Lab hold,Lab,Labour,"",Emma,Hardy,Ann,4645,,Female,Yes,Yes
E14000774,E12000009,Kingswood,Avon,South West,England,Borough,2019-12-14 16:24:22.269759,Con hold,Con,Conservative,,Chris,Skidmore,James,4021,1981-05-17,Male,Yes,Yes
S14000041,S92000003,Kirkcaldy and Cowdenbeath,Scotland,Scotland,Scotland,County,2019-12-16 14:30:23.033416,SNP gain from Lab,SNP,Scottish National Party,,Neale,Hanvey,"",,,Male,No,No
E14000775,E12000002,Knowsley,Merseyside,North West,England,Borough,2019-12-14 15:51:53.736901,Lab hold,Lab,Labour,Sir,George,Howarth,Edward,481,1949-06-29,Male,Yes,Yes
N06000009,N92000002,Lagan Valley,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-14 16:11:31.377437,DUP hold,DUP,Democratic Unionist Party,Sir,Jeffrey M.,Donaldson,Mark,650,1962-12-07,Male,Yes,Yes
S14000042,S92000003,Lanark and Hamilton East,Scotland,Scotland,Scotland,County,2019-12-14 16:27:12.114626,SNP hold,SNP,Scottish National Party,"",Angela,Crawley,"",4469,1987-06-03,Female,Yes,Yes
E14000776,E12000002,Lancaster and Fleetwood,Lancashire,North West,England,County,2019-12-17 10:26:16.772854,Lab hold,Lab,Labour,,Cat,Smith,Jane,4436,1985-06-16,Female,Yes,Yes
E14000777,E12000003,Leeds Central,West Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 15:51:39.940186,Lab hold,Lab,Labour,"",Hilary,Benn,James,413,1953-11-26,Male,Yes,Yes
E14000778,E12000003,Leeds East,West Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 15:53:00.697431,Lab hold,Lab,Labour,"",Richard,Burgon,"",4493,1980-09-19,Male,Yes,Yes
E14000779,E12000003,Leeds North East,West Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 15:54:49.958953,Lab hold,Lab,Labour,"",Fabian,Hamilton,"",415,1955-04-12,Male,Yes,Yes
E14000780,E12000003,Leeds North West,West Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 15:56:04.353592,Lab hold,Lab,Labour and Co-operative,,Alex,Sobel,David,4658,1975-04-26,Male,Yes,Yes
E14000781,E12000003,Leeds West,West Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 15:57:08.015551,Lab hold,Lab,Labour,"",Rachel,Reeves,Jane,4031,1979-02-13,Female,Yes,Yes
E14000782,E12000004,Leicester East,Leicestershire,East Midlands,England,Borough,2019-12-16 13:45:40.71722,Lab hold,Lab,Labour,,Claudia,Webbe,Naomi,,,Female,No,No
E14000783,E12000004,Leicester South,Leicestershire,East Midlands,England,Borough,2019-12-16 13:46:58.561893,Lab hold,Lab,Labour and Co-operative,,Jonathan,Ashworth,Michael Graham,4244,1978-10-14,Male,Yes,Yes
E14000784,E12000004,Leicester West,Leicestershire,East Midlands,England,Borough,2019-12-16 13:48:03.462089,Lab hold,Lab,Labour,,Liz,Kendall,Louise,4026,1971-06-11,Female,Yes,Yes
E14000785,E12000002,Leigh,Greater Manchester,North West,England,County,2019-12-14 15:53:58.80528,Con gain from Lab Coop,Con,Conservative,,James,Grundy,Nelson,,,Male,No,No
E14000786,E12000008,Lewes,East Sussex,South East,England,County,2019-12-16 15:45:49.812319,Con hold,Con,Conservative,"",Maria,Caulfield,Colette,4492,1973-08-06,Female,Yes,Yes
E14000789,E12000007,"Lewisham, Deptford",London,London,England,Borough,2019-12-14 16:41:23.898239,Lab hold,Lab,Labour,,Vicky,Foxcroft,Jane,4491,1977-03-09,Female,Yes,Yes
E14000787,E12000007,Lewisham East,London,London,England,Borough,2019-12-14 16:43:16.918228,Lab hold,Lab,Labour,"",Janet,Daby,Jessica,4698,1970-12-15,Female,Yes,Yes
E14000788,E12000007,Lewisham West and Penge,London,London,England,Borough,2019-12-14 16:44:11.100144,Lab hold,Lab,Labour,,Ellie,Reeves,Claire,4620,1980-12-11,Female,Yes,Yes
E14000790,E12000007,Leyton and Wanstead,London,London,England,County,2019-12-16 13:56:29.381583,Lab hold,Lab,Labour,"",John,Cryer,Robert,181,1964-04-11,Male,Yes,Yes
E14000791,E12000005,Lichfield,Staffordshire,West Midlands,England,County,2019-12-16 15:24:37.202507,Con hold,Con,Conservative,"",Michael,Fabricant,Louis David,280,1950-06-12,Male,Yes,Yes
E14000792,E12000004,Lincoln,Lincolnshire,East Midlands,England,Borough,2019-12-17 09:06:13.944918,Con gain from Lab,Con,Conservative,,Karl,McCartney,Ian,4028,1968-10-25,Male,No,Yes
S14000043,S92000003,Linlithgow and East Falkirk,Scotland,Scotland,Scotland,County,2019-12-14 16:26:17.521191,SNP hold,SNP,Scottish National Party,"",Martyn,Day,"",4488,1971-03-26,Male,Yes,Yes
E14000793,E12000002,"Liverpool, Riverside",Merseyside,North West,England,Borough,2019-12-14 15:55:47.293874,Lab hold,Lab,Labour,,Kim,Johnson,Marie,,,Female,No,No
E14000794,E12000002,"Liverpool, Walton",Merseyside,North West,England,Borough,2019-12-14 15:57:02.81435,Lab hold,Lab,Labour,,Dan,Carden,Joseph,4651,1986-10-28,Male,Yes,Yes
E14000795,E12000002,"Liverpool, Wavertree",Merseyside,North West,England,Borough,2019-12-14 15:58:39.908043,Lab hold,Lab,Labour,,Paula,Barker,"",,,Female,No,No
E14000796,E12000002,"Liverpool, West Derby",Merseyside,North West,England,Borough,2019-12-14 16:00:26.921611,Lab hold,Lab,Labour,,Ian,Byrne,Robert,,,Male,No,No
S14000044,S92000003,Livingston,Scotland,Scotland,Scotland,County,2019-12-14 16:25:37.253276,SNP hold,SNP,Scottish National Party,"",Hannah,Bardell,Mary,4486,1983-06-01,Female,Yes,Yes
W07000045,W92000004,Llanelli,Dyfed,Wales,Wales,County,2019-12-16 14:11:59.150265,Lab hold,Lab,Labour,"",Nia,Griffith,Rhiannon,1541,1956-12-04,Female,Yes,Yes
E14000797,E12000004,Loughborough,Leicestershire,East Midlands,England,County,2019-12-14 16:39:35.828134,Con hold,Con,Conservative,,Jane,Hunt,Marion,,,Female,No,No
E14000798,E12000004,Louth and Horncastle,Lincolnshire,East Midlands,England,County,2019-12-14 16:40:27.264847,Con hold,Con,Conservative,,Victoria,Atkins,"",4399,1976-03-22,Female,Yes,Yes
E14000799,E12000005,Ludlow,Shropshire,West Midlands,England,County,2019-12-14 16:04:08.634699,Con hold,Con,Conservative,Mr,Philip,Dunne,Martin,1542,1958-08-14,Male,Yes,Yes
E14000800,E12000006,Luton North,Bedfordshire,East,England,Borough,2019-12-17 10:26:59.145997,Lab hold,Lab,Labour,,Sarah,Owen,"",,,Female,No,No
E14000801,E12000006,Luton South,Bedfordshire,East,England,Borough,2019-12-17 10:33:26.408708,Lab hold,Lab,Labour,,Rachel,Hopkins,Louise,,,Female,No,No
E14000802,E12000002,Macclesfield,Cheshire,North West,England,County,2019-12-17 10:24:41.091705,Con hold,Con,Conservative,"",David,Rutley,Henry,4033,1961-03-07,Male,Yes,Yes
E14000803,E12000008,Maidenhead,Berkshire,South East,England,County,2019-12-17 10:59:14.570315,Con hold,Con,Conservative,Mrs,Theresa,May,Mary,8,1956-10-01,Female,Yes,Yes
E14000804,E12000008,Maidstone and The Weald,Kent,South East,England,County,2019-12-16 14:07:46.407296,Con hold,Con,Conservative,Mrs,Helen,Grant,"",4018,1961-09-28,Female,Yes,Yes
E14000805,E12000002,Makerfield,Greater Manchester,North West,England,County,2019-12-17 10:20:10.357034,Lab hold,Lab,Labour,"",Yvonne,Fovargue,Helen,4034,1956-11-29,Female,Yes,Yes
E14000806,E12000006,Maldon,Essex,East,England,County,2019-12-17 10:34:57.758004,Con hold,Con,Conservative,Mr,John,Whittingdale,Flasby Lawrance,39,1959-10-16,Male,Yes,Yes
E14000807,E12000002,Manchester Central,Greater Manchester,North West,England,Borough,2019-12-14 16:03:00.5188,Lab hold,Lab,Labour and Co-operative,,Lucy,Powell,Maria,4263,1974-10-10,Female,Yes,Yes
E14000808,E12000002,"Manchester, Gorton",Greater Manchester,North West,England,Borough,2019-12-14 16:04:21.895258,Lab hold,Lab,Labour,,Afzal,Khan,Mohammed,4671,1958-04-05,Male,Yes,Yes
E14000809,E12000002,"Manchester, Withington",Greater Manchester,North West,England,Borough,2019-12-14 16:05:21.755586,Lab hold,Lab,Labour,,Jeff,Smith,"",4456,1963-01-26,Male,Yes,Yes
E14000810,E12000004,Mansfield,Nottinghamshire,East Midlands,England,County,2019-12-14 16:46:02.946562,Con hold,Con,Conservative,,Ben,Bradley,David,4663,1989-12-11,Male,Yes,Yes
E14000811,E12000008,Meon Valley,Hampshire,South East,England,County,2020-01-06 14:22:13.695874,Con hold,Con,Conservative,Mrs,Flick,Drummond,"",4459,1962-06-16,Female,No,Yes
E14000812,E12000005,Meriden,West Midlands,West Midlands,England,County,2019-12-17 12:06:04.991088,Con hold,Con,Conservative,,Saqib,Bhatti,"",,,Male,No,No
W07000071,W92000004,Merthyr Tydfil and Rhymney,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-16 14:14:00.469383,Lab hold,Lab,Labour,"",Gerald,Jones,"",4501,1970-08-21,Male,Yes,Yes
E14000813,E12000006,Mid Bedfordshire,Bedfordshire,East,England,County,2019-12-14 15:29:01.119713,Con hold,Con,Conservative,"",Nadine,Dorries,Vanessa,1481,1957-05-21,Female,Yes,Yes
E14000814,E12000004,Mid Derbyshire,Derbyshire,East Midlands,England,County,2019-12-16 14:05:54.307187,Con hold,Con,Conservative,"",Pauline,Latham,Elizabeth,4025,1948-02-04,Female,Yes,Yes
E14000819,E12000001,Middlesbrough,Cleveland,North East,England,Borough,2019-12-16 14:13:49.329588,Lab hold,Lab,Labour,,Andy,McDonald,Joseph,4269,1958-03-08,Male,Yes,Yes
E14000820,E12000001,Middlesbrough South and East Cleveland,Cleveland,North East,England,County,2019-12-14 15:40:58.700509,Con hold,Con,Conservative,"",Simon,Clarke,Richard,4655,1984-09-28,Male,Yes,Yes
E14000815,E12000009,Mid Dorset and North Poole,Dorset,South West,England,County,2019-12-14 16:23:20.789294,Con hold,Con,Conservative,,Michael,Tomlinson,James,4497,1977-10-01,Male,Yes,Yes
S14000045,S92000003,Midlothian,Scotland,Scotland,Scotland,County,2019-12-14 16:24:47.921987,SNP gain from Lab,SNP,Scottish National Party,,Owen,Thompson,George,4482,1978-03-17,Male,No,Yes
E14000816,E12000006,Mid Norfolk,Norfolk,East,England,County,2019-12-14 15:29:59.315768,Con hold,Con,Conservative,,George,Freeman,William,4020,1967-07-12,Male,Yes,Yes
E14000817,E12000008,Mid Sussex,West Sussex,South East,England,County,2019-12-14 15:34:15.486067,Con hold,Con,Conservative,,Mims,Davies,Jane Alice,4513,1975-06-02,Female,Yes,Yes
N06000010,N92000002,Mid Ulster,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-14 16:16:35.433048,SF hold,SF,Sinn Fein,,Francie,Molloy,Joseph,4274,1950-12-16,Male,Yes,Yes
E14000818,E12000005,Mid Worcestershire,Hereford and Worcester,West Midlands,England,County,2019-12-14 16:07:04.35564,Con hold,Con,Conservative,"",Nigel,Huddleston,Paul,4407,1970-10-13,Male,Yes,Yes
E14000821,E12000008,Milton Keynes North,Buckinghamshire,South East,England,County,2019-12-14 15:32:31.633765,Con hold,Con,Conservative,,Ben,Everitt,"",,,Male,No,No
E14000822,E12000008,Milton Keynes South,Buckinghamshire,South East,England,Borough,2019-12-14 15:31:19.349445,Con hold,Con,Conservative,"",Iain,Stewart,Aitken,4015,1972-09-18,Male,Yes,Yes
E14000823,E12000007,Mitcham and Morden,London,London,England,Borough,2019-12-14 16:43:04.840558,Lab hold,Lab,Labour,"",Siobhain,McDonagh,Ann,193,1960-02-20,Female,Yes,Yes
E14000824,E12000008,Mole Valley,Surrey,South East,England,County,2019-12-16 15:48:24.611649,Con hold,Con,Conservative,Sir,Paul,Beresford,"",103,1946-04-06,Male,Yes,Yes
W07000054,W92000004,Monmouth,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-16 14:28:05.888061,Con hold,Con,Conservative,,David T. C.,Davies,Thomas Charles,1545,1970-07-27,Male,Yes,Yes
W07000063,W92000004,Montgomeryshire,Powys,Wales,Wales,County,2019-12-16 15:10:09.650544,Con hold,Con,Conservative,,Craig,Williams,Alun,4438,1974-06-07,Male,No,Yes
S14000046,S92000003,Moray,Scotland,Scotland,Scotland,County,2019-12-14 16:23:59.13356,Con hold,Con,Conservative,"",Douglas,Ross,"",4627,1983-01-27,Male,Yes,Yes
E14000825,E12000002,Morecambe and Lunesdale,Lancashire,North West,England,County,2019-12-17 10:18:28.683417,Con hold,Con,Conservative,"",David,Morris,Thomas,4135,1966-01-03,Male,Yes,Yes
E14000826,E12000003,Morley and Outwood,West Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 15:58:11.004848,Con hold,Con,Conservative,"",Andrea,Jenkyns,Marie,4490,1974-06-16,Female,Yes,Yes
S14000047,S92000003,Motherwell and Wishaw,Scotland,Scotland,Scotland,Borough,2019-12-16 14:06:57.354406,SNP hold,SNP,Scottish National Party,"",Marion,Fellows,"",4440,1949-05-05,Female,Yes,Yes
S14000027,S92000003,Na h-Eileanan An Iar,Scotland,Scotland,Scotland,County,2019-12-14 16:22:55.887505,SNP hold,SNP,Scottish National Party,,Angus Brendan,MacNeil,Brendan,1546,1970-07-21,Male,Yes,Yes
W07000069,W92000004,Neath,West Glamorgan,Wales,Wales,County,2019-12-16 14:32:27.409013,Lab hold,Lab,Labour and Co-operative,,Christina,Rees,Elizabeth,4525,1954-02-21,Female,Yes,Yes
E14000829,E12000004,Newark,Nottinghamshire,East Midlands,England,County,2019-12-14 16:46:33.75984,Con hold,Con,Conservative,"",Robert,Jenrick,Edward,4320,1982-01-09,Male,Yes,Yes
E14000830,E12000008,Newbury,Berkshire,South East,England,County,2019-12-16 16:58:51.007709,Con hold,Con,Conservative,,Laura,Farris,Rose,,,Female,No,No
E14000834,E12000005,Newcastle-Under-Lyme,Staffordshire,West Midlands,England,Borough,2019-12-14 16:08:50.460772,Con gain from Lab,Con,Conservative,,Aaron,Bell,Stuart,,,Male,No,No
E14000831,E12000001,Newcastle Upon Tyne Central,Tyne and Wear,North East,England,Borough,2019-12-16 14:14:38.013642,Lab hold,Lab,Labour,"",Chi,Onwurah,Susan,4124,1965-04-12,Female,Yes,Yes
E14000832,E12000001,Newcastle Upon Tyne East,Tyne and Wear,North East,England,Borough,2019-12-14 15:41:56.57581,Lab hold,Lab,Labour,Mr,Nicholas,Brown,Hugh,523,1950-06-13,Male,Yes,Yes
E14000833,E12000001,Newcastle Upon Tyne North,Tyne and Wear,North East,England,Borough,2019-12-14 15:43:30.411958,Lab hold,Lab,Labour,"",Catherine,McKinnell,"",4125,1976-06-08,Female,Yes,Yes
E14000827,E12000008,New Forest East,Hampshire,South East,England,County,2019-12-17 10:25:22.843893,Con hold,Con,Conservative,Dr,Julian,Lewis,Murray,54,1951-09-26,Male,Yes,Yes
E14000828,E12000008,New Forest West,Hampshire,South East,England,County,2019-12-17 10:26:49.611041,Con hold,Con,Conservative,Sir,Desmond,Swayne,Angus,55,1956-08-20,Male,Yes,Yes
W07000055,W92000004,Newport East,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-14 16:19:16.08078,Lab hold,Lab,Labour,"",Jessica,Morden,Elizabeth,1548,1968-05-29,Female,Yes,Yes
W07000056,W92000004,Newport West,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-14 16:21:39.491417,Lab hold,Lab,Labour,"",Ruth,Jones,Lorraine,4716,,Female,Yes,Yes
N06000011,N92000002,Newry and Armagh,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-14 16:18:17.661259,SF hold,SF,Sinn Fein,,Mickey,Brady,"",4373,1950-10-07,Male,Yes,Yes
E14000835,E12000009,Newton Abbot,Devon,South West,England,County,2019-12-14 16:22:33.509847,Con hold,Con,Conservative,"",Anne Marie,Morris,"",4249,1957-07-05,Female,Yes,Yes
E14000836,E12000003,"Normanton, Pontefract and Castleford",West Yorkshire,Yorkshire and The Humber,England,County,2019-12-16 17:01:17.104495,Lab hold,Lab,Labour,"",Yvette,Cooper,"",420,1969-03-20,Female,Yes,Yes
E14000861,E12000004,Northampton North,Northamptonshire,East Midlands,England,Borough,2019-12-14 16:41:32.029266,Con hold,Con,Conservative,"",Michael,Ellis,Tyrone,4116,1967-10-13,Male,Yes,Yes
E14000862,E12000004,Northampton South,Northamptonshire,East Midlands,England,Borough,2019-12-14 16:39:23.4072,Con hold,Con,Conservative,"",Andrew,Lewer,Iain,4659,1971-07-18,Male,Yes,Yes
N06000012,N92000002,North Antrim,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-14 16:19:09.232007,DUP hold,DUP,Democratic Unionist Party,,Ian,Paisley,Richard Kyle,4129,1966-12-12,Male,Yes,Yes
S14000048,S92000003,North Ayrshire and Arran,Scotland,Scotland,Scotland,County,2019-12-16 16:15:16.560273,SNP hold,SNP,Scottish National Party,"",Patricia,Gibson,"",4435,1968-05-12,Female,Yes,Yes
E14000837,E12000009,North Cornwall,Cornwall,South West,England,County,2019-12-14 16:21:50.046687,Con hold,Con,Conservative,,Scott,Mann,Leslie,4496,1977-06-24,Male,Yes,Yes
E14000838,E12000009,North Devon,Devon,South West,England,County,2019-12-14 16:20:41.405936,Con hold,Con,Conservative,,Selaine,Saxby,Rachel,,,Female,No,No
E14000839,E12000009,North Dorset,Dorset,South West,England,County,2019-12-16 14:42:04.091979,Con hold,Con,Conservative,,Simon,Hoare,James,4494,1969-06-28,Male,Yes,Yes
N06000013,N92000002,North Down,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-14 16:20:13.122774,Alliance gain from Ind,Alliance,Alliance,,Stephen,Farry,Anthony,,1971-04-22,Male,No,No
E14000840,E12000001,North Durham,Durham,North East,England,County,2019-12-14 15:45:05.302874,Lab hold,Lab,Labour,Mr,Kevan,Jones,David,1438,1964-04-25,Male,Yes,Yes
E14000841,E12000006,North East Bedfordshire,Bedfordshire,East,England,County,2019-12-16 15:12:09.041988,Con hold,Con,Conservative,,Richard,Fuller,Quentin,3912,1962-05-30,Male,No,Yes
E14000842,E12000006,North East Cambridgeshire,Cambridgeshire,East,England,County,2019-12-16 15:13:37.759014,Con hold,Con,Conservative,,Stephen,Barclay,Paul,4095,1972-06-30,Male,Yes,Yes
E14000843,E12000004,North East Derbyshire,Derbyshire,East Midlands,England,County,2019-12-14 16:34:22.047596,Con hold,Con,Conservative,"",Lee,Rowley,Benjamin,4652,1980-09-11,Male,Yes,Yes
S14000049,S92000003,North East Fife,Scotland,Scotland,Scotland,County,2019-12-16 14:32:38.010902,LD gain from SNP,LD,Liberal Democrat,,Wendy,Chamberlain,Anne,,,Female,No,No
E14000844,E12000008,North East Hampshire,Hampshire,South East,England,County,2019-12-17 10:54:13.96964,Con hold,Con,Conservative,Mr,Ranil,Jayawardena,Malcolm,4498,1986-09-03,Male,Yes,Yes
E14000845,E12000006,North East Hertfordshire,Hertfordshire,East,England,County,2019-12-14 15:31:02.154206,Con hold,Con,Conservative,Sir,Oliver,Heald,"",69,1954-12-15,Male,Yes,Yes
E14000846,E12000009,North East Somerset,Avon,South West,England,County,2019-12-16 14:21:11.52355,Con hold,Con,Conservative,Mr,Jacob,Rees-Mogg,William,4099,1969-05-24,Male,Yes,Yes
E14000847,E12000005,North Herefordshire,Hereford and Worcester,West Midlands,England,County,2019-12-16 15:39:03.541753,Con hold,Con,Conservative,,Bill,Wiggin,David,1428,1966-06-04,Male,Yes,Yes
E14000848,E12000006,North Norfolk,Norfolk,East,England,County,2019-12-14 15:32:12.064411,Con gain from LD,Con,Conservative,,Duncan,Baker,Charles,,,Male,No,No
E14000849,E12000005,North Shropshire,Shropshire,West Midlands,England,County,2019-12-16 15:39:46.430369,Con hold,Con,Conservative,Mr,Owen,Paterson,William,274,1956-06-24,Male,Yes,Yes
E14000850,E12000009,North Somerset,Avon,South West,England,County,2019-12-16 15:04:08.633467,Con hold,Con,Conservative,Dr,Liam,Fox,"",223,1961-09-22,Male,Yes,Yes
E14000851,E12000009,North Swindon,Wiltshire,South West,England,County,2019-12-16 14:18:11.864552,Con hold,Con,Conservative,,Justin,Tomlinson,Paul,4105,1976-11-05,Male,Yes,Yes
E14000852,E12000008,North Thanet,Kent,South East,England,County,2019-12-14 15:26:54.141275,Con hold,Con,Conservative,Sir,Roger,Gale,James,87,1943-08-20,Male,Yes,Yes
E14000853,E12000001,North Tyneside,Tyne and Wear,North East,England,Borough,2019-12-16 14:40:10.146308,Lab hold,Lab,Labour,"",Mary,Glindon,Theresa,4126,1957-01-13,Female,Yes,Yes
E14000854,E12000005,North Warwickshire,Warwickshire,West Midlands,England,County,2019-12-14 16:10:26.945917,Con hold,Con,Conservative,"",Craig,Tracey,Paul,4509,1974-08-21,Male,Yes,Yes
E14000855,E12000006,North West Cambridgeshire,Cambridgeshire,East,England,County,2019-12-14 15:33:32.126875,Con hold,Con,Conservative,Mr,Shailesh,Vara,Lakhman,1496,1960-09-04,Male,Yes,Yes
E14000856,E12000001,North West Durham,Durham,North East,England,County,2019-12-14 15:46:04.167229,Con gain from Lab,Con,Conservative,,Richard,Holden,John,,,Male,No,No
E14000857,E12000008,North West Hampshire,Hampshire,South East,England,County,2019-12-14 15:25:19.711466,Con hold,Con,Conservative,,Kit,Malthouse,Laurie,4495,1966-10-27,Male,Yes,Yes
